scenario,time_s,time_h,global_max_moisture_kgkg
S1,66600.0,18.5,0.39381664839921243
S1,66900.0,18.583333333333332,0.3914403233409489
S1,67200.0,18.666666666666668,0.38909498915425933
S1,67500.0,18.75,0.3867801122590446
S1,67800.0,18.833333333333332,0.3844951697816913
S1,68100.0,18.916666666666668,0.3822396493216032
S1,68400.0,19.0,0.3800130487223193
S1,68700.0,19.083333333333332,0.3778148758472349
S1,69000.0,19.166666666666668,0.37564464836021016
S1,69300.0,19.25,0.37350189351122437
S1,69600.0,19.333333333333332,0.37138614792710517
S1,69900.0,19.416666666666668,0.3692969574074302
S1,70200.0,19.5,0.3672338767255172
S1,70500.0,19.583333333333332,0.3651964694343655
S1,70800.0,19.666666666666668,0.36318430767736587
S1,71100.0,19.75,0.36119697200356654
S1,71400.0,19.833333333333332,0.3592340511874068
S1,71700.0,19.916666666666668,0.3572951420524695
S1,72000.0,20.0,0.3553798492993579
S1,72300.0,20.083333333333332,0.353487785337401
S1,72600.0,20.166666666666668,0.3516185701200811
S1,72900.0,20.25,0.34977183098407016
S1,73200.0,20.333333333333332,0.34794720249177324
S1,73500.0,20.416666666666668,0.3461443262772881
S1,73800.0,20.5,0.34436285089570234
S1,74100.0,20.583333333333332,0.3426024316756561
S1,74400.0,20.666666666666668,0.34086273057510086
S1,74700.0,20.75,0.3391434160401912
S1,75000.0,20.833333333333332,0.3374441628672498
S1,75300.0,20.916666666666668,0.3357646520677459
S1,75600.0,21.0,0.3341045707362293
S1,75900.0,21.083333333333332,0.3324636119211622
S1,76200.0,21.166666666666668,0.3308414744985963
S1,76500.0,21.25,0.3292378630486348
S1,76800.0,21.333333333333332,0.32765248773462724
S1,77100.0,21.416666666666668,0.32608506418504146
S1,77400.0,21.5,0.3245353133779578
S1,77700.0,21.583333333333332,0.32300296152813157
S1,78000.0,21.666666666666668,0.3214877399765707
S1,78300.0,21.75,0.31998938508257524
S1,78600.0,21.833333333333332,0.31850763811818594
S1,78900.0,21.916666666666668,0.31704224516499013
S1,79200.0,22.0,0.31559295752072275
S1,79500.0,22.083333333333332,0.3141597265603323
S1,79800.0,22.166666666666668,0.31274250100485906
S1,80100.0,22.25,0.31134103248105294
S1,80400.0,22.333333333333332,0.30995507732458105
S1,80700.0,22.416666666666668,0.30858439648268826
S1,81000.0,22.5,0.30722875532792193
S1,81300.0,22.583333333333332,0.30588773963525245
S1,81600.0,22.666666666666668,0.3045609470397827
S1,81900.0,22.75,0.30324816758277784
S1,82200.0,22.833333333333332,0.30194919506601636
S1,82500.0,22.916666666666668,0.3006638270082689
S1,82800.0,23.0,0.2993918646163968
S1,83100.0,23.083333333333332,0.2981332856165277
S1,83400.0,23.166666666666668,0.2968880643071106
S1,83700.0,23.25,0.29565600162709654
S1,84000.0,23.333333333333332,0.2944369022317135
S1,84300.0,23.416666666666668,0.29323057435893274
S1,84600.0,23.5,0.2920368297414114
S1,84900.0,23.583333333333332,0.29085532099785805
S1,85200.0,23.666666666666668,0.2896857107086919
S1,85500.0,23.75,0.2885278304103659
S1,85800.0,23.833333333333332,0.28738151458279404
S1,86100.0,23.916666666666668,0.2862466005907446
S1,86400.0,24.0,0.285122928661341
S1,86700.0,24.083333333333332,0.28401049491025243
S1,87000.0,24.166666666666668,0.28290929216499683
S1,87300.0,24.25,0.28181915981683825
S1,87600.0,24.333333333333332,0.28073994010483555
S1,87900.0,24.416666666666668,0.279671478067703
S1,88200.0,24.5,0.27861362146826857
S1,88500.0,24.583333333333332,0.27756607653588045
S1,88800.0,24.666666666666668,0.2765285575868228
S1,89100.0,24.75,0.27550092852876273
S1,89400.0,24.833333333333332,0.27448305553929375
S1,89700.0,24.916666666666668,0.2734748070466133
S1,90000.0,25.0,0.27247605371491895
S1,90300.0,25.083333333333332,0.2714868046908163
S1,90600.0,25.166666666666668,0.2705070661995807
S1,90900.0,25.25,0.2695367076515244
S1,91200.0,25.333333333333332,0.2685756007145372
S1,91500.0,25.416666666666668,0.2676236192573133
S1,91800.0,25.5,0.26668063930426317
S1,92100.0,25.583333333333332,0.26574653899557055
S1,92400.0,25.666666666666668,0.2648211985409406
S1,92700.0,25.75,0.26390450017977457
S1,93000.0,25.833333333333332,0.2629963281407795
S1,93300.0,25.916666666666668,0.262096568602502
S1,93600.0,26.0,0.26120510965475735
S1,93900.0,26.083333333333332,0.2603218412609262
S1,94200.0,26.166666666666668,0.2594466552210886
S1,94500.0,26.25,0.25857944513597236
S1,94800.0,26.333333333333332,0.25772010637168835
S1,95100.0,26.416666666666668,0.2568685360252308
S1,95400.0,26.5,0.25602463286163757
S1,95700.0,26.583333333333332,0.25518818194308274
S1,96000.0,26.666666666666668,0.2543589741850629
S1,96300.0,26.75,0.25353691917358
S1,96600.0,26.833333333333332,0.25272192796536763
S1,96900.0,26.916666666666668,0.25191391302202915
S1,97200.0,27.0,0.25111278832188294
S1,97500.0,27.083333333333332,0.2503185781940261
S1,97800.0,27.166666666666668,0.249531305558916
S1,98100.0,27.25,0.24875088246393262
S1,98400.0,27.333333333333332,0.24797722255203472
S1,98700.0,27.416666666666668,0.24721024084799115
S1,99000.0,27.5,0.24644985373086883
S1,99300.0,27.583333333333332,0.24569597890830555
S1,99600.0,27.666666666666668,0.2449485353908152
S1,99900.0,27.75,0.24420744346760703
S1,100200.0,27.833333333333332,0.2434726246826566
S1,100500.0,27.916666666666668,0.2427440018112866
S1,100800.0,28.0,0.24202149883724972
S1,101100.0,28.083333333333332,0.2413050409303007
S1,101400.0,28.166666666666668,0.24059455442424424
S1,101700.0,28.25,0.23988996679544455
S1,102000.0,28.333333333333332,0.23919120664178323
S1,102300.0,28.416666666666668,0.23849820366205163
S1,102600.0,28.5,0.2378108886357673
S1,102900.0,28.583333333333332,0.2371291934034037
S1,103200.0,28.666666666666668,0.23645305084702312
S1,103500.0,28.75,0.2357823948713056
S1,103800.0,28.833333333333332,0.2351171603849652
S1,104100.0,28.916666666666668,0.23445728328254722
S1,104400.0,29.0,0.23380270037083112
S1,104700.0,29.083333333333332,0.2331532598228788
S1,105000.0,29.166666666666668,0.2325088134925878
S1,105300.0,29.25,0.23186930526017624
S1,105600.0,29.333333333333332,0.2312346796532895
S1,105900.0,29.416666666666668,0.23060488206426885
S1,106200.0,29.5,0.22997985867362944
S1,106500.0,29.583333333333332,0.2293596420667763
S1,106800.0,29.666666666666668,0.22874426322408487
S1,107100.0,29.75,0.2281336666200062
S1,107400.0,29.833333333333332,0.22752779763251255
S1,107700.0,29.916666666666668,0.22692660243543625
S1,108000.0,30.0,0.22633002798799398
S1,108300.0,30.083333333333332,0.2257380220213452
S1,108600.0,30.166666666666668,0.22515053302587137
S1,108900.0,30.25,0.2245675102367144
S1,109200.0,30.333333333333332,0.2239889036213523
S1,109500.0,30.416666666666668,0.22341466386692801
S1,109800.0,30.5,0.22284474236783924
S1,110100.0,30.583333333333332,0.22227909121357659
S1,110400.0,30.666666666666668,0.22171766317680472
S1,110700.0,30.75,0.22116041170167972
S1,111000.0,30.833333333333332,0.2206072908923969
S1,111300.0,30.916666666666668,0.22005825550196367
S1,111600.0,31.0,0.21951326092119053
S1,111900.0,31.083333333333332,0.21897226316789542
S1,112200.0,31.166666666666668,0.21843521887631623
S1,112500.0,31.25,0.2179020852867254
S1,112800.0,31.333333333333332,0.2173728202352445
S1,113100.0,31.416666666666668,0.2168473821438526
S1,113400.0,31.5,0.2163257300105847
S1,113700.0,31.583333333333332,0.21580782339991864
S1,114000.0,31.666666666666668,0.2152936224333446
S1,114300.0,31.75,0.2147830877801148
S1,114600.0,31.833333333333332,0.21427618064817003
S1,114900.0,31.916666666666668,0.21377286277523974
S1,115200.0,32.0,0.2132730964201121
S1,115500.0,32.083333333333336,0.2127768443540701
S1,115800.0,32.166666666666664,0.21228406985249168
S1,116100.0,32.25,0.2117947366866096
S1,116400.0,32.333333333333336,0.21130880911542765
S1,116700.0,32.416666666666664,0.2108262518777902
S1,117000.0,32.5,0.2103470301846019
S1,117300.0,32.583333333333336,0.20987110971119463
S1,117600.0,32.666666666666664,0.20939845658983705
S1,117900.0,32.75,0.20892903740238578
S1,118200.0,32.833333333333336,0.20846281917307355
S1,118500.0,32.916666666666664,0.20799976936143208
S1,118800.0,33.0,0.20753985585534668
S1,119100.0,33.083333333333336,0.20708304696423963
S1,119400.0,33.166666666666664,0.2066293114123796
S1,119700.0,33.25,0.20617861833231457
S1,120000.0,33.333333333333336,0.20573093725842595
S1,120300.0,33.416666666666664,0.2052862381205995
S1,120600.0,33.5,0.2048444912380142
S1,120900.0,33.583333333333336,0.20440566731304252
S1,121200.0,33.666666666666664,0.2039697374252623
S1,121500.0,33.75,0.2035366730255781
S1,121800.0,33.833333333333336,0.20310644593044724
S1,122100.0,33.916666666666664,0.20267902831621193
S1,122400.0,34.0,0.20225439271353182
S1,122700.0,34.083333333333336,0.20183251200191799
S1,123000.0,34.166666666666664,0.20141335940436356
S1,123300.0,34.25,0.20099690848207136
S1,123600.0,34.333333333333336,0.20058313312927506
